Username,followers,listed_count,degree,mentioned
EfejotaRenton,323,5,0.000896539,1
OneyPlays,181237,90,0.000179308,1
Fadingarcader,2307,15,0.000358616,1
GumGumGoblin,13,0,0.000358616,1
Akusushi,157,11,0.000358616,1
Mrxpaygox,111,6,0.000179308,1
Zoodrak,53,1,0.000179308,1
ZXNature,191,4,0.000358616,1
Omnigun,156,3,0.000358616,1
jadolphgaming,127,1,0.000358616,1
TJPhatty,241,3,0.000358616,1
_danpar,209,4,0.000358616,1
LannieStabile,4699,38,0.000358616,1
marywantacookie,762,3,0.000358616,1
Frankymix_,28,0,0.000179308,1
Fairytalevo,277,0,0.000358616,1
DrCerise_scp,1131,41,0.000358616,1
Stingrayz_04,331,10,0.000358616,1
Skullivan_Bones,221,2,0.000358616,1
ornatebones,209,0,0.000358616,1
meagan_mclean,156,5,0.000179308,1
Itsal_withanL,1833,65,0.000358616,1
KorethTwitch,357,2,0.000537924,1
TH3GADFLY,6927,71,0.000179308,1
NerdzRantz,230,6,0.000358616,1
grejory654,11,0,0.000358616,1
SandyFrizzle,43271,83,0.000179308,1
Derekkoji,171,12,0.000358616,1
Lorenz_4734,1107,24,0.000358616,1
casey_hurdler,374,0,0.000358616,1
TWKOfficial,913,29,0.000358616,1
Hydrixtheaqua,234,6,0.000358616,1
woojimie,125,0,0.000358616,1
LaySouls,324,6,0.000179308,1
SalsaPie,100,1,0.000358616,1
JoCoats88,74,0,0.000358616,1
GallantAndZeros,374,26,0.000358616,1
HyruleHomeslice,329,7,0.000537924,1
df2506,1200,97,0.000358616,1
S2Impact,296,1,0.000537924,1
MTBlack2567,23735,187,0.000179308,1
Olivian_RD,42,2,0.000358616,1
Benny3rror,636,14,0.000358616,1
RealBaoZakeruga,1534,44,0.000358616,1
LarryXMario,10,0,0.000358616,1
STWVideoBot,3150,11,0.000358616,1
ItsAndrewXP,965,6,0.000358616,1
piersmorgan,7965223,17267,0.000179308,1
GeorgeSrTweets,29,1,0.000358616,1
mariparti,142,0,0.000179308,1
Akax__,59,1,0.000358616,1
JumpmanFR,1366,0,0.000358616,1
WizardEmu,98,3,0.000358616,1
quesosquestions,150,1,0.000358616,1
BylixBay,590,7,0.000358616,1
GabriellaBuba,11013,89,0.000179308,1
ccagraveheart,583,25,0.000358616,1
AmandineFlachs,4933,751,0.000179308,1
akumazxi,285,4,0.000358616,1
NintendoEurope,611073,2462,0.000179308,1
SuperSonic71087,1425,40,0.000358616,1
wastelandroar,354,2,0.000358616,1
SakuraVilthuril,89,1,0.000358616,1
TheSilverSmithy,169,4,0.000358616,1
OFantasyStudios,10,1,0.000358616,1
HxG09,536,10,0.000358616,1
einfachkage,30,2,0.000358616,1
Lucacio_3,173,0,0.000358616,1
Pms07567276,0,0,0.000179308,1
scottyely,185,4,0.000358616,1
Zenodyne,160,6,0.000358616,1
Popflix4,235,0,0.000358616,1
abyssalken,228,15,0.000358616,1
sunellix,389,7,0.000358616,1
ChaiaEran,85,2,0.000358616,1
MrHtuber_YT,37,0,0.000358616,1
DorraBartaguiz,444,8,0.000179308,1
JustFasar,201,2,0.000358616,1
rubiconcapital_,27618,133,0.000179308,1
FrauskDen,64,1,0.000358616,1
amyturkharp,867,16,0.000358616,1
Caleb_Nico1,152,0,0.000358616,1
HallowQween,43,1,0.000358616,1
nerdyOme,414,3,0.000179308,1
im_not_art,10889,115,0.000358616,1
ProfessorFich,178,2,0.000358616,1
presea_zelda,830,19,0.000179308,1
Itsemily0kay,526,3,0.000358616,1
spook27,147,6,0.000358616,1
CheapStevo,509,7,0.000358616,1
maskedlizard,505,22,0.000358616,1
jocve,688,10,0.000179308,1
Hurricanechik,104,1,0.000179308,1
carlovcarlo,120622,117,0.000179308,1
LouisJ003,140,2,0.000179308,1
BAWilliams95,24,0,0.000179308,1
RpgYears,624,9,0.000179308,1
ArtisticGamer7,1689,15,0.000179308,1
WasderGG,16579,39,0.000179308,1
RealBobbyPlays,81867,67,0.000179308,1
ZachRoskilly,445,2,0.000358616,1
lawllin,102,4,0.000358616,1
eai_firme,108,0,0.000179308,1
karlmarxapika,295,1,0.000358616,1
RidicBowe,637,12,0.000358616,1
NeveResK,316,8,0.000179308,1
Moon_lol1,21,1,0.000358616,1
ThatGuyWithAGa1,816,4,0.000358616,1
not_generaldex,162,0,0.000358616,1
troyvstheworld,42,0,0.000358616,1
nearthirdimpact,1034,11,0.000358616,1
Musicologess,1414,24,0.000358616,1
jeliydoughnuts,59,1,0.000358616,1
UnchainedYtb,59641,18,0.000179308,1
UsamaJawad96,400,8,0.000358616,1
Bestorb,590,12,0.000358616,1
MobiTigger,1411,83,0.000179308,1
tillifish,4111,23,0.000179308,1
GizmodoES,1231670,5227,0.000358616,1
ClumsyOrca,381,3,0.000179308,1
SilverSt3rling,1709,11,0.000179308,1
RebelliousSaber,875,6,0.000358616,1
drellousy,364,3,0.000358616,1
PrintsOnCake,1040,7,0.000358616,1
ClipsLittle,8,0,0.000358616,1
Eudemonita,631,3,0.000358616,1
MyNameIsFunnyHa,1042,12,0.000537924,1
UnaPrendefuegos,3380,11,0.000179308,1
AnnaSmith61282,50,0,0.000358616,1
foxydargon,149,1,0.000179308,1
FlamesClover,46,1,0.000358616,1
yatorarc,1356,18,0.000358616,1
okami_hylia,315,9,0.000358616,1
Trvppapi10,1072,20,0.000358616,1
arisroth,4802,64,0.000179308,1
BassHybride,1018,1,0.000358616,1
SunWukongTWF,197,3,0.000358616,1
dizzyscribbless,40,1,0.000358616,1
BirdRespecter,29078,59,0.000179308,1
ImperialW0lf,1119,2,0.000179308,1
RedlikePancakes,850,11,0.000358616,1
imscottryan,446,13,0.000358616,1
daylightpub1066,1651,20,0.000179308,1
agusvikingoaria,59,0,0.000179308,1
VINSM0KES,48,1,0.000179308,1
Son_Of_Clark,760,5,0.000358616,1
ofelipelee,1886,22,0.000358616,1
HCGSHOW,24647,115,0.000179308,1
AzurasLegs,63,0,0.000358616,1
heyo_KazeTS,481,2,0.000179308,1
OhSkyTTV,129,2,0.000358616,1
spf13,30742,1152,0.000358616,1
Vileself,2104,22,0.000358616,1
toffeemugg,95,2,0.000358616,1
DYNANUGGIES,313,11,0.000358616,1
SpinelessOyster,9416,35,0.000358616,1
DemiseAvalon,143,9,0.000358616,1
sauceddie,285623,78,0.000179308,1
Metunnica,393,4,0.000179308,1
L_oliveCalista,64,0,0.000358616,1
Promo_YT,15470,131,0.000179308,1
seraphvenin,56,1,0.000358616,1
PlatnumHam,1392,32,0.000537924,1
Zelda_Flowers,21,1,0.000179308,1
GotitaSenpai,795,13,0.000179308,1
ehitsjay,164,5,0.000358616,1
hiraihomos,127,11,0.000358616,1
Zelda_Kreon,149,0,0.000179308,1
Anim8Tron,117,4,0.000358616,1
Stidham_Gamer,37,1,0.000358616,1
Phoenix8212,105,0,0.000358616,1
deadlyk67791260,110,1,0.000358616,1
CTArtisan,292,2,0.000358616,1
dailyrpgchara,1959,1,0.000537924,1
JacobMonks1,23,0,0.000358616,1
rubymaeda,328,11,0.000358616,1
prichoutigrou,271,8,0.000358616,1
Nicoohus,42,1,0.000358616,1
Checkmate_DC,229,4,0.000358616,1
Scuttlepunk,1198,12,0.000179308,1
RetroPlaidGuy,38,0,0.000358616,1
yingleberry,13748,145,0.000358616,1
iJetGemini,236,3,0.000358616,1
GUINDAKO,2273,30,0.000179308,1
Willaby_Neko,146,1,0.000358616,1
alexjyong,81,1,0.000358616,1
CauseImDanJones,26518,181,0.000179308,1
OsmarDaMecanica,751,8,0.000358616,1
RoaxesChao,324,4,0.000358616,1
YNWAlfcnews_,19309,14,0.000179308,1
lucas_ldrt,41,1,0.000358616,1
DevonPaigee,280,2,0.000358616,1
candidcassowary,2,0,0.000358616,1
MGamer997,68,1,0.000358616,1
bluekona9,84,1,0.000179308,1
Doge_This101,195,7,0.000358616,1
tjcurler,479,9,0.000179308,1
d_oman,284,13,0.000358616,1
AestheticsChud,36,0,0.000358616,1
TechSpot,21295,650,0.000358616,1
zestvk,358,5,0.000358616,1
JD_Lovatt,347,1,0.000358616,1
Cxmpxctz,38,0,0.000358616,1
tangibleboredom,103,0,0.000358616,1
asthatofatiger,216,0,0.000358616,1
adventure_rules,473,11,0.000358616,1
kyle_bearr,111,3,0.000358616,1
sunbronation,3048,4,0.000358616,1
Chi_flag,426,3,0.000358616,1
dafnext,2941,108,0.000358616,1
Aremok_,112,18,0.000358616,1
LordSMAF,99,4,0.000358616,1
Pierolym,114,1,0.000358616,1
CabriDIY,2766,17,0.000179308,1
HBShanks16,901,2,0.000179308,1
CloudPractitio1,5451,9,0.000179308,1
gunnm_alita,136,0,0.000358616,1
owlisaurus,228,2,0.000358616,1
AuthorAtkinson,39,0,0.000358616,1
NerdySteve007,549,10,0.000179308,1
SonicAmy4ever10,14,0,0.000358616,1
juanpgarciac,1818,37,0.000358616,1
pokelawls,156776,200,0.000179308,1
MediaMarktGames,316026,251,0.000179308,1
dranocross,138,7,0.000358616,1
voidcrittermon,326,3,0.000358616,1
NickotineSG,318,4,0.000358616,1
AverageMarsha,612,0,0.000358616,1
GrandSteven_,247,3,0.000358616,1
surgingtempest,120,0,0.000358616,1
SalvatoreZomba,8624,37,0.000358616,1
warriorofbirth,590,1,0.000358616,1
themeredith,44906,116,0.000179308,1
IndigoLunaA,43,0,0.000358616,1
faeoftheMoon,5,0,0.000358616,1
essemkato,220,2,0.000358616,1
dadi_ramos2,96,0,0.000358616,1
EnriiqueM_,1935,4,0.000179308,1
Ciserio,854,2,0.000358616,1
TingleIsMyHero,87,2,0.000358616,1
young_thuggha,458,7,0.000358616,1
itsAvient,1345,13,0.000358616,1
hxgrrl,100,3,0.000358616,1
Tostaditita,76,0,0.000358616,1
vahuxo94,264,0,0.000537924,1
JeffGrubb,84968,824,0.000179308,1
AkaboogaloBoss,8,0,0.000358616,1
sam_hates_music,140,0,0.000358616,1
Bi_trash_king,38,0,0.000358616,1
Ulysse_Dupau,75,0,0.000179308,1
omarknowsall12,91,2,0.000358616,1
ChoctopusYT,28584,44,0.000179308,1
leZekenator,56,1,0.000358616,1
BasilButSwag,98,2,0.000358616,1
SEOKPRNT,100,1,0.000358616,1
Mr_kiru_,74,0,0.000358616,1
ryo_aniya,35,1,0.000358616,1
EvilGouken,562,14,0.000358616,1
FFVIINovels,6286,188,0.000179308,1
RosyHaven,7198,74,0.000179308,1
bruno_cats,20444,131,0.000179308,1
annethehobbit,201,0,0.000537924,1
minikotm,847,15,0.000358616,1
staplerdude,119,0,0.000358616,1
smolmipha77,253,5,0.000358616,1
DomilleW,3617,57,0.000179308,1
TSamitier,821,3,0.000358616,1
PurplesnickNick,98,1,0.000358616,1
PKO88,48,1,0.000358616,1
shinymew58,3,1,0.000358616,1
shitazugawa,482,7,0.000358616,1
choosebatman,159,5,0.000358616,1
MDel80,5,0,0.000358616,1
Eclipse_Ocelot,611,1,0.000358616,1
OnekoTyago,1569,39,0.000358616,1
AmixuJoestar,1381,47,0.000179308,1
lisaaliseaa,1271,2,0.000358616,1
AidenRS139,13802,108,0.000179308,1
BlackMaskGR,123,0,0.000358616,1
CaptBurgerson,877,7,0.000358616,1
WAREAGLEGAMING,239,1,0.001075847,1
sisyphussage,326,0,0.000358616,1
_Greenix,583,15,0.000358616,1
isacaff_,1530,1,0.000179308,1
JadeDennisVO,550,16,0.000358616,1
jstanier,2649,103,0.000358616,1
chininiris,312,6,0.000358616,1
Uraway_Maker,632,1,0.000358616,1
gachugocho,49,1,0.000358616,1
BrendanBlaber,39395,73,0.000179308,1
TheOneAzrai,13083,41,0.000179308,1
GeneticsGSA,26138,419,0.000179308,1
SmallSparkz,98,10,0.000358616,1
Jazio__,362,14,0.000358616,1
teh_sherms,162,6,0.000358616,1
RetroGamingDev,6245,98,0.000358616,1
bigrigerson,28,0,0.000358616,1
ngpaprika,3855,14,0.000179308,1
bencroftgaming,475,5,0.000179308,1
Vitooo0r,156,0,0.000358616,1
jennEHbeee,1188,19,0.000179308,1
FazArthur2,265,1,0.000358616,1
wlassalle,12623,710,0.000358616,1
CosmicComfort,310,2,0.000358616,1
jason___michael,45,0,0.000358616,1
libreros,57970,2119,0.000179308,1
RyanMot95904688,15,0,0.000358616,1
JuanakinJMS,800,45,0.000179308,1
titania_tifa,250,2,0.000358616,1
snboab,835,6,0.000358616,1
championxegg,315,3,0.000179308,1
SpookyRayne,126,1,0.000358616,1
Skywalker1750,295,3,0.000358616,1
J0hnJohnJ0hn,155,2,0.000358616,1
zeephspell,583,4,0.000358616,1
gravitydusty,65624,517,0.000358616,1
HxhSao,10975,83,0.000179308,1
_Tetricide,207,9,0.000358616,1
baeksondo,108,1,0.000179308,1
ItMeRobin,379,6,0.000358616,1
LiLMoFunky,60,0,0.000358616,1
TrunksVT,137,3,0.000358616,1
mitsukileaks,9344,4,0.000179308,1
photoedfade,265,6,0.000358616,1
scoupinho,1282,19,0.000358616,1
almanalfaruq,521,0,0.000179308,1
fIoatislands,1146,13,0.000537924,1
Papaboubadiopp,167,0,0.000179308,1
YukiGoomba,1968,12,0.000358616,1
Lyyndesigner,633,1,0.000179308,1
ZeldaCuriosityS,7,0,0.000358616,1
_Ryanmiller70,96,2,0.000358616,1
playcritically,984,57,0.000358616,1
anorakdovahkiin,63,1,0.000358616,1
_rikisan,942,0,0.000358616,1
lunamignis1,0,0,0.000358616,1
NekobaAudio,58,0,0.000358616,1
BrianMcInnis87,267,6,0.000358616,1
TuFavEAndalu,7352,8,0.000358616,1
Giorno05414833,2,0,0.000179308,1
shmoooshyy,122,2,0.000358616,1
LtHeadtrip,1180,13,0.000358616,1
Sorckoty,157,2,0.000358616,1
RedNoiRGames,155,0,0.000358616,1
aaalmubark,123,4,0.000358616,1
CodePika,245,13,0.000358616,1
wooordwooord925,81,0,0.000358616,1
OrianCD808,42,2,0.000179308,1
ShimDewdrop,32,1,0.000358616,1
bafo_selvagem,620,7,0.000358616,1
SleepyEyeJaymes,238,1,0.000358616,1
LaNio483,1877,42,0.000358616,1
jadeauber,20,0,0.000358616,1
R0ckStarStephen,377,3,0.000358616,1
PixelSSB,576,4,0.000179308,1
feeheelee,252,4,0.000358616,1
SSJSpeedRacer,833,9,0.000179308,1
FrabjousBat,57,0,0.000358616,1
Spencer__W__,592,17,0.000358616,1
nsane99,847,15,0.000358616,1
spiderqu33n,41,0,0.000358616,1
LaraMoraes8,482,0,0.000358616,1
TwitchStreamSUP,13022,49,0.000179308,1
Dakotalogy,160,2,0.000358616,1
Maruisalone,255,1,0.000358616,1
Thunderblunder7,27445,19,0.000358616,1
animalsanth,305,1,0.000358616,1
richteajenny,160,4,0.000179308,1
XelaRemag,1381,33,0.000537924,1
josh_almighty97,264,6,0.000358616,1
RoseEchoes,210,58,0.000358616,1
inclusivebraydn,323,0,0.000358616,1
utaflair,30,1,0.000358616,1
showbotics101,236,0,0.000179308,1
SwiftShotTV,1300,30,0.000537924,1
GeekSenshi,25,0,0.000358616,1
zel640,2779,10,0.000179308,1
SMXshow,613,9,0.000358616,1
MastaJoker,80,4,0.000358616,1
Freddie__Bond,7509,24,0.000358616,1
minorstarbear,12,0,0.000358616,1
subjectwaffles,144,2,0.000358616,1
FionnTheBrave,672,9,0.000358616,1
naydras,281,10,0.000358616,1
LurkerCaro,18,0,0.000358616,1
_Sharingay_,135,1,0.000358616,1
octopus_person,205,2,0.000358616,1
xPandorya,406403,326,0.000179308,1
TheDamagedKey,189,0,0.000358616,1
domodeeb,683,4,0.000358616,1
larriekong,3800,6,0.000358616,1
orusmagic,579,15,0.000358616,1
LetItMelo,12859,94,0.000358616,1
Chaptr_two,24,0,0.000358616,1
hyperbolu,512,8,0.000358616,1
ArtistsNsfw,24180,73,0.000179308,1
novascrawlers,43,0,0.000358616,1
tuvecinaAK,1832,13,0.000179308,1
Wismichu,2732732,1071,0.000179308,1
ch0colope,1086,4,0.000358616,1
tombraider,267699,1303,0.000179308,1
TAFKAB2,920,1,0.000179308,1
djmajic_,1207,5,0.000358616,1
solvdrage,294,2,0.000358616,1
lunaclunatic,1704,7,0.000179308,1
ArcOfAtlas,239,1,0.000358616,1
retrogaminggeek,26193,252,0.000179308,1
inesvisual,1152,17,0.000179308,1
bahnloopi,7638,37,0.000179308,1
isaiah_bb,27023,119,0.000179308,1
NikLinenberger,348,6,0.000358616,1
redtutel,32,1,0.000358616,1
PizzaKillerr,68,4,0.000358616,1
Clippers89,1441,28,0.000358616,1
spacebruce,852,14,0.000358616,1
Wario64,1129750,5085,0.000179308,1
oLoFizinho,460,2,0.000358616,1
TheNintendata,1267,0,0.000358616,1
JYoshimon,57,1,0.000358616,1
crimsongcat,230,5,0.000358616,1
NoctrnlValkyrie,906,6,0.000179308,1
TSS_Pure,541,11,0.000358616,1
lexilia_luthor,899,19,0.000179308,1
RevLevel,216,14,0.000358616,1
WaceHoudeyfa,10,0,0.000358616,1
ConejaYGatitas,275,4,0.000358616,1
ChrisKatsurada,322,4,0.000717231,1
hal451gaming,164,0,0.000358616,1
crockett_z,7825,27,0.000358616,1
bloodykittycat,129,0,0.000358616,1
livingcardsmtg,5997,54,0.000358616,1
RoiPiou,82,0,0.000358616,1
junie_bunny,431,7,0.000179308,1
jaymarvel,171849,702,0.000358616,1
keylime_guy,43,0,0.000358616,1
SomeCallMePlaya,23,2,0.000358616,1
BobbyMarsouin,29,1,0.000358616,1
R33tr00,176,10,0.000358616,1
OKjadZ,572,0,0.000179308,1
BeccaNewsome,375,13,0.000358616,1
emimaryjane,324,5,0.000358616,1
dyke4milfs,240,9,0.000358616,1
jj_mason,1367,21,0.000179308,1
Jeremy_GoneWild,919,5,0.000358616,1
graburcrucifix,0,0,0.000179308,1
Butters_X,1045,3,0.000179308,1
BrandonLive,3001,209,0.000358616,1
albaether,170,1,0.000358616,1
bookofkoridai,1727,82,0.000358616,1
bojoux,242,1,0.000358616,1
PlayStationDE,302369,705,0.000179308,1
RChapple18,2043,50,0.000179308,1
stardustpossum,2043,39,0.000358616,1
BryanCevall,164,3,0.000179308,1
DJtrix_YT,21,0,0.000358616,1
KhymerVulture,196,1,0.000358616,1
koishi____,650,12,0.000358616,1
NegzBucket,29,0,0.000179308,1
TyrantVicky,1031,16,0.000358616,1
KomomeLoden,233,3,0.000358616,1
SoupMarUltrabot,27,1,0.000358616,1
vtube_shiki,406,7,0.000358616,1
alvarodc99,804,5,0.000358616,1
curiouscorvids,32,0,0.000358616,1
born_unicorn,1432,8,0.000179308,1
bennett_oakes,13,0,0.000358616,1
oliviaafrancesc,895,13,0.000358616,1
GamesWithFife,203,2,0.000358616,1
nathanl75,835,56,0.000717231,1
samisverycowboy,60,0,0.000179308,1
ykcopdeirfpeed,7,0,0.000358616,1
TheMisterKyle,215,2,0.000358616,1
PizzaOmNom,1483,11,0.000179308,1
alfallel,46,1,0.000358616,1
gruletheempty,338,7,0.000358616,1
ringra15,549,15,0.000358616,1
Naitor_5,2027,22,0.000358616,1
KotonohaAkane,70,2,0.000358616,1
austinroy2497,48,1,0.000358616,1
AnxietyMonster1,421,8,0.000358616,1
Becker_Writer,3247,15,0.000179308,1
LordKai1102,105,2,0.000358616,1
TwitchUKI,82709,100,0.000179308,1
Zebra_GER,486,4,0.000179308,1
tori_jeanne97,149,1,0.000358616,1
whatisalt236,54047,173,0.000179308,1
DarkYapper,329,2,0.000358616,1
RossRickson,291,5,0.000179308,1
RubsterTbh,61,0,0.000358616,1
_BreeCries,540,3,0.000358616,1
shardofkingdoms,87,0,0.000358616,1
zelda_style,481,6,0.000179308,1
WorldofCordeDnD,3072,17,0.000358616,1
StixilFox,22609,114,0.000179308,1
wonkautistic,77,0,0.000358616,1
Pinkertonnnn,998,2,0.000179308,1
SAD_COMET,656,8,0.000179308,1
DQ_lan,19,0,0.000358616,1
Majora_XB,43,1,0.000358616,1
Chacha_128,218,0,0.000358616,1
ruztedz,4,1,0.000179308,1
EffInvictus,1144,7,0.000179308,1
pastafrutti,4747,22,0.000179308,1
ShitpostRandom,96272,112,0.000179308,1
Mariogirl17,1096,25,0.000179308,1
splatkelly,2630,27,0.000179308,1
RybieMagoo,358,7,0.000358616,1
pine_the_apple,30,0,0.000537924,1
m__celka,132,0,0.000179308,1
Papii_OwO,6195,68,0.000179308,1
BSdumbjokes,8929,17,0.000358616,1
ratgaminglpd,50,0,0.000358616,1
Wacrin_would_be,96,1,0.000358616,1
j_nerdy_,1564,37,0.000358616,1
Blazikenpwnsyou,208,5,0.000358616,1
Lylisan1,283,0,0.000358616,1
ebveebv,539,3,0.000358616,1
dnpcoolpatrol,201,4,0.000358616,1
ShiriEWolf,84,2,0.000358616,1
k1ng_mang0,1359,28,0.000179308,1
icy_orangejuice,158,19,0.000358616,1
KojiKojiMoheji,4148,67,0.000358616,1
Ramen182,50,1,0.000358616,1
ScroogeDWS,848,2,0.000358616,1
paisleypuddles,325,26,0.000358616,1
game4check,263,1,0.000358616,1
xjoyfs,335,0,0.000179308,1
chifadegato,461,2,0.000179308,1
apolluci,146,5,0.000358616,1
Kinvestigadxss,3,0,0.000179308,1
lucas_pasion,207,2,0.000358616,1
ENHYPEN_members,7582425,27207,0.000179308,1
Stray_sheeps_,8,0,0.000358616,1
pinkiebethplus3,475,4,0.000358616,1
avani90s,7323,34,0.000358616,1
SilverTotem94,131,0,0.000179308,1
K4_ElDon,257,6,0.000537924,1
KoopusK,32,1,0.000358616,1
Paintzeebrush,283,5,0.000358616,1
TheScottSpot,398,9,0.000179308,1
bbbalirs,3,0,0.000358616,1
LunaEclypse,418,9,0.000537924,1
zelda,1708,14,0.000179308,1
codie_sys,734,40,0.000358616,1
JoypadLadShop,1103,3,0.000358616,1
bnwkr,88701,170,0.000179308,1
DukeSlothTV,12329,23,0.000179308,1
katskindahere,775,38,0.000358616,1
ivyslights,7637,150,0.000179308,1
WingKingTzar,251,2,0.000717231,1
Kohls,786883,1909,0.000179308,1
oilypearls,312,5,0.000358616,1
Teclis999,873,7,0.000179308,1
stupidgaynagito,81,2,0.000358616,1
Gryphonstar5678,1805,26,0.000358616,1
dandantsunkun,250,8,0.000358616,1
casteroflight,7,0,0.000358616,1
frgnbrs,354,2,0.000358616,1
SatiroJoJofag,1358,12,0.000179308,1
MetalGlennSolid,302,4,0.000358616,1
Artakaashi_,479,23,0.000358616,1
thekambler,339,0,0.000358616,1
hackbarth,496,22,0.000179308,1
stormsbourne,86,0,0.000358616,1
PwnProblems,1655,11,0.000179308,1
dr_hinfectos,355,2,0.000537924,1
TyaStar87,29,1,0.000358616,1
TinaBlackMage,52,1,0.000358616,1
djjoycie,297,11,0.000358616,1
PlainOleTrey,646,3,0.000179308,1
Shad_JV,77,1,0.000537924,1
AutoGiraffe,37910,0,0.000179308,1
Smasher390,2,0,0.000179308,1
MikeRohSoft_,232,5,0.002151694,1
zeldapistola,759,8,0.000358616,1
KingAlakazam,1637,20,0.000179308,1
Streakzdunit,908,2,0.000179308,1
ThisIsITalk,255287,479,0.000179308,1
GTotore,162,20,0.000179308,1
ProspectRose,1793,15,0.000179308,1
orangerful,484,47,0.000358616,1
hayleythehylian,387,4,0.000358616,1
David_RMadrid8,4298,19,0.000179308,1
skrunk_mcdoogle,622,11,0.000358616,1
pencil_at,1385,11,0.000179308,1
MissMuntze,212,4,0.000179308,1
Neriogoon,1340,9,0.000179308,1
jycompany_,3906,11,0.000179308,1
BrettWils,103,2,0.000358616,1
Broatmeal_,139,2,0.000358616,1
Devvcario,3321,23,0.000358616,1
3DAllStarsFan,89,5,0.000358616,1
_kev_dev,18,0,0.000358616,1
ANeckie,37,0,0.000179308,1
viniciussalvati,361,26,0.000358616,1
SpideyRTs,6247,51,0.000179308,1
CaptainProph3t,1273,35,0.000358616,1
Ethanhamm,2443,158,0.000358616,1
Huateque1,10,0,0.000358616,1
MimiIeaks,394,12,0.000358616,1
SeanWolfPhillip,589,31,0.000358616,1
prblmboy,292,1,0.000358616,1
KyleThePug,1192,15,0.000358616,1
mikesean45,72,2,0.000358616,1
sheepygal,46,0,0.000358616,1
CallMeKelliope,307,5,0.000179308,1
FSAPOJake,565,0,0.000179308,1
Mcintosh0220,36,0,0.000358616,1
DilEamma,39,3,0.000358616,1
Myneko_,1565,25,0.000358616,1
JustLautjee,1461,21,0.000358616,1
SeanMccarron46,98,3,0.000358616,1
EvilUno,116471,571,0.000179308,1
_arothlisberger,2661,8,0.000179308,1
MatthewHVoss,768,14,0.000179308,1
catarinaaaxx,36,0,0.000179308,1
officedepotrat,222,5,0.000358616,1
azlef123,191,2,0.000358616,1
Tragnor46,66,1,0.000358616,1
sla_shalafi,1341,95,0.000358616,1
SarahCorreiaaa,164,0,0.000358616,1
Av3r4ge_J0E,110,1,0.000358616,1
bandaid_banditz,50,0,0.000358616,1
The_Worthy_1,28,0,0.000358616,1
yanagi_willow,289,6,0.000358616,1
Fidoz,594,15,0.000358616,1
Annika66Smith,221,2,0.000358616,1
arg0thegreat,141,2,0.000358616,1
Addy_158,128,5,0.000358616,1
GradyTTV,1063,6,0.000358616,1
ErrrrrrrrCRASH,262,2,0.000358616,1
Juan_ATellado,106,1,0.000358616,1
RollTheTice,285,0,0.000358616,1
Cracowicz,93,5,0.000358616,1
uwu_life_,209,3,0.000179308,1
DanielJFerguson,5648,23,0.000358616,1
Full_Sauce,18120,18,0.000358616,1
FlyingLandLeech,228,5,0.000358616,1
O5__kku,77,0,0.000358616,1
ThatYungLad,558,3,0.000358616,1
Hinyane0806,423,0,0.000358616,1
StellaeFons,185,0,0.000358616,1
rakunx1,1,0,0.000179308,1
Shka_Bob,110,2,0.000179308,1
Monsieur_Chaton,24,1,0.000179308,1
_atariatlas,224,20,0.000358616,1
deon_lt,24,0,0.000537924,1
myworld2121,144032,680,0.000179308,1
Brrrambles,2,0,0.000358616,1
crpandemonium,141136,865,0.000179308,1
J_Doobs,312,12,0.000358616,1
ACEepicc,273,7,0.000179308,1
razzle1337,11352,80,0.000179308,1
DaisukiKoshiko,1237,22,0.000358616,1
coulombe,433,22,0.000358616,1
ryugayzaki,181,4,0.000179308,1
_meredi_,39,1,0.000179308,1
OshMonnawesfv,60,0,0.000358616,1
RowleyDoe,535,8,0.000179308,1
Mechazawa,11481,43,0.000358616,1
AlexFromTumblr,191,0,0.000537924,1
silver_zelda,408,0,0.000179308,1
HintandTea,441,8,0.000358616,1
MatthewViner,118,0,0.000358616,1
Chito__Del,566,1,0.000358616,1
SecondPlayerNet,960,10,0.000358616,1
lujuaversion2,72,0,0.000179308,1
KarmaKitsuneDoc,985,4,0.000358616,1
Ubisoft,8894962,15761,0.000179308,1
TheOgEVG,51,2,0.000358616,1
fppf_gf,2710,21,0.000358616,1
therealboone,224,23,0.000358616,1
SandrineSmiles,610,4,0.000358616,1
SmallStreamersC,102316,190,0.000179308,1
Kippi00,478,7,0.000358616,1
Umekoscreations,279,3,0.000179308,1
kristalitten,26,0,0.000358616,1
LoafnLady,148,1,0.000358616,1
Cedrik1699,5633,191,0.000179308,1
mochyneko,17,0,0.000179308,1
DroidSaysOpe,140,2,0.000358616,1
FixelDev,1589,21,0.000179308,1
LiliTheGamer,2431,13,0.000179308,1
BTNL_Law_Firm,140,0,0.000358616,1
TheSoreIka,861,4,0.000358616,1
cTheRhythm,118,1,0.000358616,1
Maplefoxy,151,3,0.000358616,1
hyrulelinks,474,3,0.000358616,1
YULVSTHEWORLD,223,4,0.000179308,1
pariah164,295,5,0.000358616,1
Terrako4Smash,282,2,0.000179308,1
Metanolx,1191,4,0.000179308,1
AstroTJP,56,0,0.000358616,1
Absnerdity,803,34,0.000179308,1
ais_SevenFisher,413,7,0.000358616,1
Rymskaaa,1512,24,0.000358616,1
PracticalSilver,488,2,0.000358616,1
Lordess_Colress,47,0,0.000358616,1
CaioDan,14234,43,0.000358616,1
